"datum";"bundesland_id";"bundesland_name";"versorgungsstufe";"faelle_covid_aktuell";"intensivbetten_frei";"intensivbetten_belegt";"anzahl_meldebereiche"
2021-09-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";437;1673;6202;797
2021-09-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";518;987;7396;290
2021-09-24;0;"Deutschland";"FACHKLINIK";30;141;875;78
2021-09-24;0;"Deutschland";"nicht angegeben";7;23;194;16
2021-09-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";446;1145;6629;484
2021-09-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";451;1696;6245;797
2021-09-23;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";518;927;7456;290
2021-09-23;0;"Deutschland";"FACHKLINIK";34;156;863;78
2021-09-23;0;"Deutschland";"nicht angegeben";9;21;194;16
2021-09-22;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";451;1145;6638;484
2021-09-22;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";535;914;7439;290
2021-09-22;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";467;1654;6264;797
2021-09-22;0;"Deutschland";"FACHKLINIK";37;156;907;79
2021-09-22;0;"Deutschland";"nicht angegeben";10;24;191;16
2021-09-21;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";451;1203;6571;484
2021-09-21;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";542;990;7327;290
2021-09-21;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";461;1721;6204;797
2021-09-21;0;"Deutschland";"FACHKLINIK";40;157;908;79
2021-09-21;0;"Deutschland";"nicht angegeben";10;23;193;16
2021-09-20;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";466;1869;5987;796
2021-09-20;0;"Deutschland";"FACHKLINIK";42;184;882;79
2021-09-20;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";468;1295;6453;485
2021-09-20;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";553;1057;7216;287
2021-09-20;0;"Deutschland";"nicht angegeben";12;18;196;16
2021-09-19;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";466;1250;6413;487
2021-09-19;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";464;1823;5996;797
2021-09-19;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";551;1075;7149;287
2021-09-19;0;"Deutschland";"FACHKLINIK";44;163;869;79
2021-09-19;0;"Deutschland";"nicht angegeben";10;20;191;16
2021-09-18;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";470;1176;6530;485
2021-09-18;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";455;1764;6064;797
2021-09-18;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";544;979;7290;287
2021-09-18;0;"Deutschland";"FACHKLINIK";42;157;887;79
2021-09-18;0;"Deutschland";"nicht angegeben";12;22;189;16
2021-09-17;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";558;940;7355;287
2021-09-17;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";465;1072;6718;485
2021-09-17;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";472;1661;6254;796
2021-09-17;0;"Deutschland";"FACHKLINIK";39;163;908;79
2021-09-17;0;"Deutschland";"nicht angegeben";10;22;187;16
2021-09-16;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";465;1095;6713;486
2021-09-16;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";468;1578;6348;796
2021-09-16;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";568;904;7461;290
2021-09-16;0;"Deutschland";"FACHKLINIK";41;158;915;79
2021-09-16;0;"Deutschland";"nicht angegeben";8;28;185;16
2021-09-15;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";453;1099;6728;486
2021-09-15;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";464;1643;6291;796
2021-09-15;0;"Deutschland";"FACHKLINIK";41;162;908;79
2021-09-15;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";563;921;7481;292
2021-09-15;0;"Deutschland";"nicht angegeben";6;30;184;16
2021-09-14;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";446;1111;6721;486
2021-09-14;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";478;1671;6282;796
2021-09-14;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";569;963;7445;292
2021-09-14;0;"Deutschland";"FACHKLINIK";41;172;900;79
2021-09-14;0;"Deutschland";"nicht angegeben";6;21;192;16
2021-09-13;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";439;1291;6526;486
2021-09-13;0;"Deutschland";"FACHKLINIK";38;176;887;79
2021-09-13;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";464;1819;6083;796
2021-09-13;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";553;1060;7304;292
2021-09-13;0;"Deutschland";"nicht angegeben";6;24;190;16
2021-09-12;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";419;1235;6513;486
2021-09-12;0;"Deutschland";"FACHKLINIK";34;159;861;79
2021-09-12;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";536;1012;7281;292
2021-09-12;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";458;1819;5997;796
2021-09-12;0;"Deutschland";"nicht angegeben";6;25;188;16
2021-09-11;0;"Deutschland";"FACHKLINIK";33;157;866;79
2021-09-11;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";413;1187;6623;485
2021-09-11;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";450;1739;6078;795
2021-09-11;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";536;905;7437;292
2021-09-11;0;"Deutschland";"nicht angegeben";5;21;193;16
2021-09-10;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";408;1141;6693;485
2021-09-10;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";442;1646;6248;796
2021-09-10;0;"Deutschland";"FACHKLINIK";36;160;901;79
2021-09-10;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";522;894;7502;292
2021-09-10;0;"Deutschland";"nicht angegeben";4;25;187;16
2021-09-09;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";398;1164;6663;485
2021-09-09;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";447;1688;6238;795
2021-09-09;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";513;892;7514;292
2021-09-09;0;"Deutschland";"FACHKLINIK";34;159;907;79
2021-09-09;0;"Deutschland";"nicht angegeben";4;28;184;16
2021-09-08;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";438;1704;6222;794
2021-09-08;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";398;1174;6696;486
2021-09-08;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";514;888;7480;292
2021-09-08;0;"Deutschland";"FACHKLINIK";33;158;905;79
2021-09-08;0;"Deutschland";"nicht angegeben";4;27;185;16
2021-09-07;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";424;1770;6153;795
2021-09-07;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";388;1197;6660;486
2021-09-07;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";500;930;7433;292
2021-09-07;0;"Deutschland";"FACHKLINIK";33;168;891;79
2021-09-07;0;"Deutschland";"nicht angegeben";4;29;183;16
2021-09-06;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";369;1337;6512;486
2021-09-06;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";425;1921;5984;795
2021-09-06;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";494;983;7342;292
2021-09-06;0;"Deutschland";"FACHKLINIK";31;188;871;79
2021-09-06;0;"Deutschland";"nicht angegeben";3;22;188;16
2021-09-05;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";366;1370;6390;487
2021-09-05;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";392;1828;5986;795
2021-09-05;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";498;1003;7279;292
2021-09-05;0;"Deutschland";"FACHKLINIK";29;172;855;79
2021-09-05;0;"Deutschland";"nicht angegeben";2;19;191;16
2021-09-04;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";360;1279;6487;487
2021-09-04;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";381;1793;6036;795
2021-09-04;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";491;931;7363;292
2021-09-04;0;"Deutschland";"FACHKLINIK";27;173;872;79
2021-09-04;0;"Deutschland";"nicht angegeben";2;19;192;16
2021-09-03;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";349;1238;6634;487
2021-09-03;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";371;1760;6131;796
2021-09-03;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";468;950;7455;292
2021-09-03;0;"Deutschland";"FACHKLINIK";26;174;889;79
2021-09-03;0;"Deutschland";"nicht angegeben";3;24;183;16
2021-09-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";322;1320;6558;487
2021-09-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";371;1767;6153;796
2021-09-02;0;"Deutschland";"FACHKLINIK";24;158;904;79
2021-09-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";450;959;7441;292
2021-09-02;0;"Deutschland";"nicht angegeben";3;27;180;16
2021-09-01;0;"Deutschland";"FACHKLINIK";27;158;906;79
2021-09-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";369;1764;6164;796
2021-09-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";315;1316;6551;487
2021-09-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";422;933;7320;292
2021-09-01;0;"Deutschland";"nicht angegeben";3;25;180;16
2021-08-31;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";351;1787;6069;795
2021-08-31;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";301;1344;6494;486
2021-08-31;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";416;1032;7214;289
2021-08-31;0;"Deutschland";"FACHKLINIK";25;183;885;79
2021-08-31;0;"Deutschland";"nicht angegeben";3;30;182;16
2021-08-30;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";406;1059;7114;289
2021-08-30;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";285;1454;6407;487
2021-08-30;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";351;1941;5897;795
2021-08-30;0;"Deutschland";"FACHKLINIK";25;175;842;79
2021-08-30;0;"Deutschland";"nicht angegeben";2;31;181;16
2021-08-29;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";271;1415;6355;487
2021-08-29;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";382;1050;7050;289
2021-08-29;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";332;1941;5810;794
2021-08-29;0;"Deutschland";"FACHKLINIK";24;171;819;78
2021-08-29;0;"Deutschland";"nicht angegeben";2;29;186;16
2021-08-28;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";266;1364;6438;486
2021-08-28;0;"Deutschland";"FACHKLINIK";24;155;838;78
2021-08-28;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";309;1889;5886;793
2021-08-28;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";374;983;7152;289
2021-08-28;0;"Deutschland";"nicht angegeben";1;29;186;16
2021-08-27;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";253;1333;6532;486
2021-08-27;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";294;1796;6040;793
2021-08-27;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";351;980;7252;289
2021-08-27;0;"Deutschland";"FACHKLINIK";26;170;851;78
2021-08-27;0;"Deutschland";"nicht angegeben";1;26;198;16
2021-08-26;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";282;1813;6061;793
2021-08-26;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";227;1325;6573;486
2021-08-26;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";330;965;7279;289
2021-08-26;0;"Deutschland";"nicht angegeben";2;28;199;16
2021-08-26;0;"Deutschland";"FACHKLINIK";28;160;861;78
2021-08-25;0;"Deutschland";"FACHKLINIK";30;153;871;78
2021-08-25;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";318;991;7244;289
2021-08-25;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";262;1874;6006;793
2021-08-25;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";225;1362;6538;486
2021-08-25;0;"Deutschland";"nicht angegeben";1;31;195;16
2021-08-24;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";225;1337;6550;486
2021-08-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";306;977;7230;288
2021-08-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";245;1859;6003;793
2021-08-24;0;"Deutschland";"FACHKLINIK";28;158;866;78
2021-08-24;0;"Deutschland";"nicht angegeben";1;35;193;16
2021-08-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";209;1468;6386;486
2021-08-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";237;2031;5881;793
2021-08-23;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";298;1057;7101;289
2021-08-23;0;"Deutschland";"FACHKLINIK";31;176;843;78
2021-08-23;0;"Deutschland";"nicht angegeben";1;34;194;16
2021-08-22;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";192;1480;6296;486
2021-08-22;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";279;1111;7046;289
2021-08-22;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";210;1979;5784;793
2021-08-22;0;"Deutschland";"FACHKLINIK";32;160;827;78
2021-08-22;0;"Deutschland";"nicht angegeben";1;33;184;16
2021-08-21;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";208;1920;5872;793
2021-08-21;0;"Deutschland";"FACHKLINIK";29;149;839;78
2021-08-21;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";266;1065;7151;289
2021-08-21;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";178;1391;6412;487
2021-08-21;0;"Deutschland";"nicht angegeben";1;33;184;16
2021-08-20;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";194;1855;6020;793
2021-08-20;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";168;1308;6547;487
2021-08-20;0;"Deutschland";"FACHKLINIK";28;159;867;78
2021-08-20;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";261;1012;7256;289
2021-08-20;0;"Deutschland";"nicht angegeben";1;30;195;16
2021-08-19;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";152;1405;6495;487
2021-08-19;0;"Deutschland";"FACHKLINIK";29;162;866;78
2021-08-19;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";192;1857;6034;793
2021-08-19;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";249;1038;7257;289
2021-08-19;0;"Deutschland";"nicht angegeben";1;27;197;16
2021-08-18;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";141;1372;6544;487
2021-08-18;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";196;1871;6036;794
2021-08-18;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";232;1081;7206;289
2021-08-18;0;"Deutschland";"FACHKLINIK";30;151;876;78
2021-08-18;0;"Deutschland";"nicht angegeben";1;30;195;16
2021-08-17;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";139;1402;6492;487
2021-08-17;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";179;1938;5961;794
2021-08-17;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";228;1053;7228;289
2021-08-17;0;"Deutschland";"FACHKLINIK";29;161;861;78
2021-08-17;0;"Deutschland";"nicht angegeben";1;29;196;16
2021-08-16;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";165;2013;5862;793
2021-08-16;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";127;1472;6391;487
2021-08-16;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";222;1101;7155;289
2021-08-16;0;"Deutschland";"FACHKLINIK";31;168;905;79
2021-08-16;0;"Deutschland";"nicht angegeben";2;29;200;16
2021-08-15;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";156;2031;5793;794
2021-08-15;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";130;1452;6365;487
2021-08-15;0;"Deutschland";"FACHKLINIK";29;160;881;79
2021-08-15;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";199;1169;7055;289
2021-08-15;0;"Deutschland";"nicht angegeben";3;27;201;16
2021-08-14;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";118;1400;6436;487
2021-08-14;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";144;1914;5924;795
2021-08-14;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";196;1106;7144;287
2021-08-14;0;"Deutschland";"FACHKLINIK";29;149;896;79
2021-08-14;0;"Deutschland";"nicht angegeben";2;31;197;16
2021-08-13;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";114;1358;6517;486
2021-08-13;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";138;1832;6059;795
2021-08-13;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";201;1073;7211;286
2021-08-13;0;"Deutschland";"FACHKLINIK";26;143;926;79
2021-08-13;0;"Deutschland";"nicht angegeben";1;26;196;16
2021-08-12;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";113;1368;6515;486
2021-08-12;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";201;1036;7265;286
2021-08-12;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";130;1896;6012;795
2021-08-12;0;"Deutschland";"FACHKLINIK";27;151;918;79
2021-08-12;0;"Deutschland";"nicht angegeben";1;31;191;16
2021-08-11;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";194;1000;7304;286
2021-08-11;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";131;1940;5971;794
2021-08-11;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";101;1319;6568;486
2021-08-11;0;"Deutschland";"FACHKLINIK";27;152;919;80
2021-08-11;0;"Deutschland";"nicht angegeben";1;28;194;16
2021-08-10;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";138;1890;6015;794
2021-08-10;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";96;1432;6466;486
2021-08-10;0;"Deutschland";"FACHKLINIK";26;152;915;80
2021-08-10;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";182;1078;7223;288
2021-08-10;0;"Deutschland";"nicht angegeben";1;26;196;16
2021-08-09;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";139;1969;5914;794
2021-08-09;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";104;1476;6395;487
2021-08-09;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";188;1133;7093;289
2021-08-09;0;"Deutschland";"FACHKLINIK";24;159;906;80
2021-08-09;0;"Deutschland";"nicht angegeben";1;41;181;16
2021-08-08;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";181;1121;7067;289
2021-08-08;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";98;1438;6364;488
2021-08-08;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";133;1935;5852;794
2021-08-08;0;"Deutschland";"FACHKLINIK";22;149;895;80
2021-08-08;0;"Deutschland";"nicht angegeben";0;40;178;16
2021-08-07;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";94;1338;6505;488
2021-08-07;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";126;1878;5907;793
2021-08-07;0;"Deutschland";"FACHKLINIK";24;134;912;80
2021-08-07;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";172;1047;7174;289
2021-08-07;0;"Deutschland";"nicht angegeben";0;37;181;16
2021-08-06;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";84;1340;6541;488
2021-08-06;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";120;1827;6016;793
2021-08-06;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";166;1000;7284;289
2021-08-06;0;"Deutschland";"FACHKLINIK";23;146;930;81
2021-08-06;0;"Deutschland";"nicht angegeben";0;45;178;16
2021-08-05;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";120;1867;6019;793
2021-08-05;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";78;1470;6446;488
2021-08-05;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";165;1016;7286;289
2021-08-05;0;"Deutschland";"FACHKLINIK";23;141;933;81
2021-08-05;0;"Deutschland";"nicht angegeben";1;38;185;16
2021-08-04;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";163;1011;7306;290
2021-08-04;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";85;1396;6516;488
2021-08-04;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";119;1918;5998;795
2021-08-04;0;"Deutschland";"FACHKLINIK";24;150;916;81
2021-08-04;0;"Deutschland";"nicht angegeben";1;45;180;16
2021-08-03;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";110;1943;5982;795
2021-08-03;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";80;1345;6532;488
2021-08-03;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";164;1047;7242;290
2021-08-03;0;"Deutschland";"FACHKLINIK";23;153;915;81
2021-08-03;0;"Deutschland";"nicht angegeben";1;53;170;16
2021-08-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";89;1483;6376;489
2021-08-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";105;2088;5803;796
2021-08-02;0;"Deutschland";"FACHKLINIK";25;156;860;81
2021-08-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";158;1108;7130;290
2021-08-02;0;"Deutschland";"nicht angegeben";1;55;167;16
2021-08-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";82;1421;6373;488
2021-08-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";100;2000;5788;794
2021-08-01;0;"Deutschland";"FACHKLINIK";25;138;850;80
2021-08-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";156;1117;7093;289
2021-08-01;0;"Deutschland";"nicht angegeben";1;41;173;16
2021-07-31;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";102;1973;5877;793
2021-07-31;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";85;1343;6477;486
2021-07-31;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";149;1012;7260;289
2021-07-31;0;"Deutschland";"FACHKLINIK";24;135;865;80
2021-07-31;0;"Deutschland";"nicht angegeben";1;41;182;16
2021-07-30;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";78;1275;6578;486
2021-07-30;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";105;1856;6045;793
2021-07-30;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";143;1036;7279;289
2021-07-30;0;"Deutschland";"FACHKLINIK";25;129;893;80
2021-07-30;0;"Deutschland";"nicht angegeben";1;35;188;16
2021-07-29;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";80;1248;6648;486
2021-07-29;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";99;1858;6086;793
2021-07-29;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";143;1059;7290;289
2021-07-29;0;"Deutschland";"FACHKLINIK";24;141;923;81
2021-07-29;0;"Deutschland";"nicht angegeben";1;35;189;16
2021-07-28;0;"Deutschland";"FACHKLINIK";24;148;922;81
2021-07-28;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";104;1830;6085;793
2021-07-28;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";79;1277;6615;487
2021-07-28;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";148;958;7375;289
2021-07-28;0;"Deutschland";"nicht angegeben";1;26;196;16
2021-07-27;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";83;1359;6542;487
2021-07-27;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";107;1890;6013;791
2021-07-27;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";147;1087;7275;289
2021-07-27;0;"Deutschland";"FACHKLINIK";32;154;914;81
2021-07-27;0;"Deutschland";"nicht angegeben";1;34;186;16
2021-07-26;0;"Deutschland";"FACHKLINIK";32;179;894;81
2021-07-26;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";111;2035;5849;790
2021-07-26;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";82;1443;6441;488
2021-07-26;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";143;1177;7114;289
2021-07-26;0;"Deutschland";"nicht angegeben";1;32;187;16
2021-07-25;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";80;1470;6331;488
2021-07-25;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";112;2071;5769;791
2021-07-25;0;"Deutschland";"FACHKLINIK";32;166;877;81
2021-07-25;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";146;1118;7111;289
2021-07-25;0;"Deutschland";"nicht angegeben";1;39;181;16
2021-07-24;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";75;1323;6505;487
2021-07-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";101;1984;5898;791
2021-07-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";145;1078;7180;289
2021-07-24;0;"Deutschland";"FACHKLINIK";32;143;916;81
2021-07-24;0;"Deutschland";"nicht angegeben";1;38;182;16
2021-07-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";66;1323;6544;487
2021-07-23;0;"Deutschland";"FACHKLINIK";34;140;933;81
2021-07-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";101;1868;6002;791
