datum,bundesland_id,bundesland_name,versorgungsstufe,faelle_covid_aktuell,intensivbetten_betreibbar,anzahl_meldebereiche
2021-12-22,00,Deutschland,"FACHKLINIK",199,976,82
2021-12-22,00,Deutschland,"nicht angegeben",22,197,16
2021-12-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1589,7783,800
2021-12-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1369,8266,299
2021-12-21,00,Deutschland,"FACHKLINIK",204,992,82
2021-12-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1381,7719,487
2021-12-21,00,Deutschland,"nicht angegeben",19,198,16
2021-12-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1618,7746,800
2021-12-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1398,7705,487
2021-12-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1392,8226,299
2021-12-20,00,Deutschland,"FACHKLINIK",192,988,82
2021-12-20,00,Deutschland,"nicht angegeben",20,198,16
2021-12-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1422,7644,487
2021-12-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1626,7712,800
2021-12-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1376,8191,299
2021-12-19,00,Deutschland,"FACHKLINIK",196,962,82
2021-12-19,00,Deutschland,"nicht angegeben",20,198,16
2021-12-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1415,7689,487
2021-12-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1380,8215,299
2021-12-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1641,7714,800
2021-12-18,00,Deutschland,"FACHKLINIK",204,963,82
2021-12-18,00,Deutschland,"nicht angegeben",20,198,16
2021-12-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1404,7726,487
2021-12-17,00,Deutschland,"FACHKLINIK",203,996,82
2021-12-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1663,7767,800
2021-12-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1395,8257,299
2021-12-17,00,Deutschland,"nicht angegeben",20,200,16
2021-12-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1429,7756,487
2021-12-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1710,7795,800
2021-12-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1400,8226,298
2021-12-16,00,Deutschland,"FACHKLINIK",204,1001,82
2021-12-16,00,Deutschland,"nicht angegeben",22,197,16
2021-12-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1443,7760,487
2021-12-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1742,7804,800
2021-12-15,00,Deutschland,"FACHKLINIK",207,1005,82
2021-12-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1415,8264,298
2021-12-15,00,Deutschland,"nicht angegeben",19,201,16
2021-12-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1451,7750,487
2021-12-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1780,7819,800
2021-12-14,00,Deutschland,"FACHKLINIK",200,1000,82
2021-12-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1445,8236,298
2021-12-14,00,Deutschland,"nicht angegeben",19,198,16
2021-12-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1463,7732,487
2021-12-13,00,Deutschland,"FACHKLINIK",193,996,82
2021-12-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1814,7752,801
2021-12-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1433,8148,299
2021-12-13,00,Deutschland,"nicht angegeben",22,198,16
2021-12-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1427,8094,293
2021-12-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1454,7684,487
2021-12-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1815,7708,801
2021-12-12,00,Deutschland,"FACHKLINIK",186,953,82
2021-12-12,00,Deutschland,"nicht angegeben",25,202,16
2021-12-11,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1468,7720,487
2021-12-11,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1804,7750,801
2021-12-11,00,Deutschland,"FACHKLINIK",189,961,82
2021-12-11,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1418,8126,295
2021-12-11,00,Deutschland,"nicht angegeben",26,200,16
2021-12-10,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1476,7751,487
2021-12-10,00,Deutschland,"FACHKLINIK",191,1000,82
2021-12-10,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1828,7779,801
2021-12-10,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1425,8099,295
2021-12-10,00,Deutschland,"nicht angegeben",25,199,16
2021-12-09,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1818,7803,801
2021-12-09,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1474,7753,487
2021-12-09,00,Deutschland,"FACHKLINIK",191,1006,82
2021-12-09,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1428,8184,296
2021-12-09,00,Deutschland,"nicht angegeben",28,199,16
2021-12-08,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1473,7786,487
2021-12-08,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1799,7837,801
2021-12-08,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1403,8254,296
2021-12-08,00,Deutschland,"FACHKLINIK",188,1005,82
2021-12-08,00,Deutschland,"nicht angegeben",31,201,16
2021-12-07,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1487,7750,487
2021-12-07,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1830,7851,801
2021-12-07,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1406,8226,296
2021-12-07,00,Deutschland,"nicht angegeben",29,185,16
2021-12-07,00,Deutschland,"FACHKLINIK",191,1017,82
2021-12-06,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1463,7703,486
2021-12-06,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1830,7820,801
2021-12-06,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1391,8151,296
2021-12-06,00,Deutschland,"nicht angegeben",29,186,16
2021-12-06,00,Deutschland,"FACHKLINIK",191,985,82
2021-12-05,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1440,7642,486
2021-12-05,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1816,7761,801
2021-12-05,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1352,8120,296
2021-12-05,00,Deutschland,"FACHKLINIK",192,957,82
2021-12-05,00,Deutschland,"nicht angegeben",26,188,16
2021-12-04,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1428,7693,486
2021-12-04,00,Deutschland,"FACHKLINIK",195,964,81
2021-12-04,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1809,7768,801
2021-12-04,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1345,8145,296
2021-12-04,00,Deutschland,"nicht angegeben",28,188,16
2021-12-03,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1448,7718,486
2021-12-03,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1792,7796,801
2021-12-03,00,Deutschland,"FACHKLINIK",196,995,81
2021-12-03,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1332,8193,296
2021-12-03,00,Deutschland,"nicht angegeben",28,190,16
2021-12-02,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1451,7718,486
2021-12-02,00,Deutschland,"FACHKLINIK",207,1003,81
2021-12-02,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1775,7823,800
2021-12-02,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1337,8213,296
2021-12-02,00,Deutschland,"nicht angegeben",27,190,16
2021-12-01,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1713,7818,800
2021-12-01,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1428,7742,487
2021-12-01,00,Deutschland,"FACHKLINIK",201,1007,81
2021-12-01,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1320,8260,297
2021-12-01,00,Deutschland,"nicht angegeben",28,192,16
2021-11-30,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1415,7721,487
2021-11-30,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1699,7799,801
2021-11-30,00,Deutschland,"FACHKLINIK",190,1002,81
2021-11-30,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1312,8253,297
2021-11-30,00,Deutschland,"nicht angegeben",26,223,16
2021-11-29,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1405,7692,487
2021-11-29,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1693,7734,801
2021-11-29,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1301,8184,298
2021-11-29,00,Deutschland,"FACHKLINIK",180,996,81
2021-11-29,00,Deutschland,"nicht angegeben",26,219,16
2021-11-28,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1365,7644,487
2021-11-28,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1659,7640,800
2021-11-28,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1255,8114,296
2021-11-28,00,Deutschland,"nicht angegeben",28,219,16
2021-11-28,00,Deutschland,"FACHKLINIK",171,964,81
2021-11-27,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1334,7638,487
2021-11-27,00,Deutschland,"FACHKLINIK",172,970,81
2021-11-27,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1622,7670,800
2021-11-27,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1228,8131,296
2021-11-27,00,Deutschland,"nicht angegeben",27,221,16
2021-11-26,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1327,7690,487
2021-11-26,00,Deutschland,"FACHKLINIK",167,997,81
2021-11-26,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1609,7739,800
2021-11-26,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1201,8301,297
2021-11-26,00,Deutschland,"nicht angegeben",24,216,16
2021-11-25,00,Deutschland,"FACHKLINIK",161,1002,81
2021-11-25,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1275,7706,487
2021-11-25,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1564,7799,800
2021-11-25,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1186,8228,295
2021-11-25,00,Deutschland,"nicht angegeben",19,219,16
2021-11-24,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1222,7679,487
2021-11-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1520,7803,800
2021-11-24,00,Deutschland,"FACHKLINIK",155,1010,82
2021-11-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1162,8259,294
2021-11-24,00,Deutschland,"nicht angegeben",19,219,16
2021-11-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1221,7686,486
2021-11-23,00,Deutschland,"FACHKLINIK",145,1005,82
2021-11-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1118,8274,293
2021-11-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1493,7793,800
2021-11-23,00,Deutschland,"nicht angegeben",17,221,16
2021-11-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1163,7655,486
2021-11-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1455,7751,800
2021-11-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1085,8206,293
2021-11-22,00,Deutschland,"FACHKLINIK",132,986,82
2021-11-22,00,Deutschland,"nicht angegeben",20,220,16
2021-11-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1369,7708,800
2021-11-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1124,7626,486
2021-11-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1040,8163,293
2021-11-21,00,Deutschland,"FACHKLINIK",126,961,81
2021-11-21,00,Deutschland,"nicht angegeben",19,217,16
2021-11-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1092,7622,486
2021-11-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1322,7729,800
2021-11-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1013,8203,293
2021-11-20,00,Deutschland,"FACHKLINIK",120,955,81
2021-11-20,00,Deutschland,"nicht angegeben",19,218,16
2021-11-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1091,7701,486
2021-11-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",1005,8259,293
2021-11-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1294,7784,800
2021-11-19,00,Deutschland,"FACHKLINIK",105,976,81
2021-11-19,00,Deutschland,"nicht angegeben",18,218,16
2021-11-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1068,7753,486
2021-11-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1267,7821,801
2021-11-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",974,8210,293
2021-11-18,00,Deutschland,"FACHKLINIK",104,983,81
2021-11-18,00,Deutschland,"nicht angegeben",18,219,16
2021-11-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1044,7748,486
2021-11-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1239,7808,800
2021-11-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",979,8222,291
2021-11-17,00,Deutschland,"FACHKLINIK",97,954,81
2021-11-17,00,Deutschland,"nicht angegeben",19,219,16
2021-11-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1017,7743,486
2021-11-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",955,8227,291
2021-11-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1203,7826,800
2021-11-16,00,Deutschland,"FACHKLINIK",92,955,80
2021-11-16,00,Deutschland,"nicht angegeben",18,219,16
2021-11-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",1004,7670,486
2021-11-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1166,7794,800
2021-11-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",926,8205,291
2021-11-15,00,Deutschland,"FACHKLINIK",81,903,79
2021-11-15,00,Deutschland,"nicht angegeben",17,219,16
2021-11-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",953,7638,486
2021-11-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1109,7700,800
2021-11-14,00,Deutschland,"nicht angegeben",18,218,16
2021-11-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",884,8181,291
2021-11-14,00,Deutschland,"FACHKLINIK",70,863,80
2021-11-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",911,7679,486
2021-11-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1087,7719,799
2021-11-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",863,8195,291
2021-11-13,00,Deutschland,"FACHKLINIK",62,862,79
2021-11-13,00,Deutschland,"nicht angegeben",18,218,16
2021-11-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",890,7717,486
2021-11-12,00,Deutschland,"FACHKLINIK",66,906,79
2021-11-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1072,7755,799
2021-11-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",818,8204,291
2021-11-12,00,Deutschland,"nicht angegeben",18,218,16
2021-11-11,00,Deutschland,"SCHWERPUNKTVERSORGUNG",863,7724,486
2021-11-11,00,Deutschland,"FACHKLINIK",64,901,79
2021-11-11,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1066,7783,799
2021-11-11,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",819,8253,289
2021-11-11,00,Deutschland,"nicht angegeben",18,218,16
2021-11-10,00,Deutschland,"SCHWERPUNKTVERSORGUNG",828,7756,486
2021-11-10,00,Deutschland,"FACHKLINIK",57,909,79
2021-11-10,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1060,7790,799
2021-11-10,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",778,8276,289
2021-11-10,00,Deutschland,"nicht angegeben",16,220,16
2021-11-09,00,Deutschland,"SCHWERPUNKTVERSORGUNG",826,7758,486
2021-11-09,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1036,7741,797
2021-11-09,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",754,8266,290
2021-11-09,00,Deutschland,"FACHKLINIK",55,902,79
2021-11-09,00,Deutschland,"nicht angegeben",16,216,16
2021-11-08,00,Deutschland,"SCHWERPUNKTVERSORGUNG",798,7744,486
2021-11-08,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",1012,7739,796
2021-11-08,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",732,8274,290
2021-11-08,00,Deutschland,"FACHKLINIK",63,920,80
2021-11-08,00,Deutschland,"nicht angegeben",17,219,16
2021-11-07,00,Deutschland,"SCHWERPUNKTVERSORGUNG",784,7671,485
2021-11-07,00,Deutschland,"FACHKLINIK",61,889,78
2021-11-07,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",961,7680,796
2021-11-07,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",721,8192,290
2021-11-07,00,Deutschland,"nicht angegeben",16,216,16
2021-11-06,00,Deutschland,"SCHWERPUNKTVERSORGUNG",749,7675,485
2021-11-06,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",931,7715,796
2021-11-06,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",692,8204,290
2021-11-06,00,Deutschland,"FACHKLINIK",61,893,78
2021-11-06,00,Deutschland,"nicht angegeben",16,216,16
2021-11-05,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",916,7773,797
2021-11-05,00,Deutschland,"SCHWERPUNKTVERSORGUNG",728,7739,485
2021-11-05,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",696,8264,290
2021-11-05,00,Deutschland,"FACHKLINIK",64,918,78
2021-11-05,00,Deutschland,"nicht angegeben",16,213,16
2021-11-04,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",864,7828,797
2021-11-04,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",673,8294,289
2021-11-04,00,Deutschland,"SCHWERPUNKTVERSORGUNG",715,7779,485
2021-11-04,00,Deutschland,"FACHKLINIK",66,954,79
2021-11-04,00,Deutschland,"nicht angegeben",15,217,16
2021-11-03,00,Deutschland,"SCHWERPUNKTVERSORGUNG",668,7762,485
2021-11-03,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",648,8307,289
2021-11-03,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",836,7835,797
2021-11-03,00,Deutschland,"FACHKLINIK",64,941,79
2021-11-03,00,Deutschland,"nicht angegeben",10,214,16
2021-11-02,00,Deutschland,"SCHWERPUNKTVERSORGUNG",639,7712,485
2021-11-02,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",786,7802,797
2021-11-02,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",637,8262,289
2021-11-02,00,Deutschland,"FACHKLINIK",65,931,79
2021-11-02,00,Deutschland,"nicht angegeben",10,215,16
2021-11-01,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",760,7758,797
2021-11-01,00,Deutschland,"SCHWERPUNKTVERSORGUNG",611,7646,485
2021-11-01,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",620,8213,290
2021-11-01,00,Deutschland,"FACHKLINIK",59,882,78
2021-11-01,00,Deutschland,"nicht angegeben",10,213,16
2021-10-31,00,Deutschland,"SCHWERPUNKTVERSORGUNG",580,7602,483
2021-10-31,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",743,7673,795
2021-10-31,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",594,8174,290
2021-10-31,00,Deutschland,"FACHKLINIK",57,856,79
2021-10-31,00,Deutschland,"nicht angegeben",11,213,16
2021-10-30,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",717,7674,794
2021-10-30,00,Deutschland,"SCHWERPUNKTVERSORGUNG",565,7622,483
2021-10-30,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",590,8215,290
2021-10-30,00,Deutschland,"FACHKLINIK",55,861,77
2021-10-30,00,Deutschland,"nicht angegeben",10,214,16
2021-10-29,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",685,7723,793
2021-10-29,00,Deutschland,"SCHWERPUNKTVERSORGUNG",535,7659,483
2021-10-29,00,Deutschland,"FACHKLINIK",58,887,78
2021-10-29,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",584,8246,290
2021-10-29,00,Deutschland,"nicht angegeben",8,217,16
2021-10-28,00,Deutschland,"SCHWERPUNKTVERSORGUNG",518,7703,485
2021-10-28,00,Deutschland,"FACHKLINIK",58,891,78
2021-10-28,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",659,7758,795
2021-10-28,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",567,8250,290
2021-10-28,00,Deutschland,"nicht angegeben",8,218,16
2021-10-27,00,Deutschland,"SCHWERPUNKTVERSORGUNG",502,7704,486
2021-10-27,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",540,8253,290
2021-10-27,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",653,7764,794
2021-10-27,00,Deutschland,"FACHKLINIK",61,940,79
2021-10-27,00,Deutschland,"nicht angegeben",9,218,16
2021-10-26,00,Deutschland,"SCHWERPUNKTVERSORGUNG",491,7743,487
2021-10-26,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",619,7755,794
2021-10-26,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",525,8267,290
2021-10-26,00,Deutschland,"FACHKLINIK",61,939,79
2021-10-26,00,Deutschland,"nicht angegeben",8,218,16
2021-10-25,00,Deutschland,"FACHKLINIK",65,930,79
2021-10-25,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",611,7740,796
2021-10-25,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",517,8223,290
2021-10-25,00,Deutschland,"SCHWERPUNKTVERSORGUNG",481,7719,487
2021-10-25,00,Deutschland,"nicht angegeben",8,219,16
2021-10-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",578,7592,794
2021-10-24,00,Deutschland,"SCHWERPUNKTVERSORGUNG",460,7643,487
2021-10-24,00,Deutschland,"FACHKLINIK",66,897,79
2021-10-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",518,8180,290
2021-10-24,00,Deutschland,"nicht angegeben",8,220,16
2021-10-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",462,7682,487
2021-10-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",517,8153,289
2021-10-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",551,7696,793
2021-10-23,00,Deutschland,"FACHKLINIK",67,907,79
2021-10-23,00,Deutschland,"nicht angegeben",9,220,16
2021-10-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",437,7731,487
2021-10-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",522,7744,793
2021-10-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",510,8211,289
2021-10-22,00,Deutschland,"FACHKLINIK",65,931,79
2021-10-22,00,Deutschland,"nicht angegeben",8,219,16
2021-10-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",443,7713,487
2021-10-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",512,7804,795
2021-10-21,00,Deutschland,"FACHKLINIK",67,934,79
2021-10-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",510,8245,290
2021-10-21,00,Deutschland,"nicht angegeben",8,219,16
2021-10-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",491,7824,793
2021-10-20,00,Deutschland,"FACHKLINIK",69,944,79
2021-10-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",495,8248,290
2021-10-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",418,7745,485
2021-10-20,00,Deutschland,"nicht angegeben",9,219,16
2021-10-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",409,7748,486
2021-10-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",501,8236,290
2021-10-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",490,7826,793
2021-10-19,00,Deutschland,"nicht angegeben",9,217,16
2021-10-19,00,Deutschland,"FACHKLINIK",67,934,79
2021-10-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",402,7711,485
2021-10-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",497,8207,289
2021-10-18,00,Deutschland,"FACHKLINIK",72,941,79
2021-10-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",479,7800,793
2021-10-18,00,Deutschland,"nicht angegeben",8,216,16
2021-10-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",468,7686,794
2021-10-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",388,7627,486
2021-10-17,00,Deutschland,"FACHKLINIK",70,908,79
2021-10-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",485,8166,289
2021-10-17,00,Deutschland,"nicht angegeben",10,216,16
2021-10-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",464,7731,793
2021-10-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",392,7642,485
2021-10-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",473,8210,289
2021-10-16,00,Deutschland,"FACHKLINIK",68,910,78
2021-10-16,00,Deutschland,"nicht angegeben",10,213,16
2021-10-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",475,7788,793
2021-10-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",375,7688,485
2021-10-15,00,Deutschland,"FACHKLINIK",68,944,78
2021-10-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",475,8248,289
2021-10-15,00,Deutschland,"nicht angegeben",9,217,16
